# True	Predicted

0.089	0.725128442864022
2.275	0.870463504336153
3.516	2.28935211433007
2.907	2.3149404980659
2.704	2.80919947157572
2.201	2.12009347512176
6.87	4.90759176524791
1.644	1.51306314415756
0.018	0.430422491244085
0.657	1.32467047565667
4.129	3.21403623017847
7.062	3.40309021599474
6.671	4.90759176524791
0.926	0.340871872044303
0.737	3.73349822273294
0.636	1.41323103147519
1.366	3.24823893702201
0.583	1.09049969118961
4.353	2.39609481061296
1.928	1.65231373093171
0.71	1.31035124797262
0.067	2.14591765023528
2.338	2.43238729599115
1.34	0.975684834453779
3.145	2.2137552460179
0.327	1.18916175794783
2.156	3.58225497901198
0.372	1.04669483172767
3.332	3.55534786900327
4.916	4.25512948853001
1.8	1.40450015300923
3.926	2.93332087646052
4.015	2.59627985449191
1.486	3.05690810310086
3.478	2.33796558855217
4.288	3.57660911906048
0.207	1.50773493108474
0.364	0.0229053733948298
1.35	1.30867570261533
3.194	3.64270864393631
0.331	0.148068499596293
3.183	3.12143511332955
0.172	1.65558440008288
0.716	0.589630501189312
2.912	3.61739670205137
3.817	2.80961502572986
2.099	1.37743896666571
3.125	2.08404040358838
3.502	2.59657643410651
1.437	0.847977524312162
2.77	1.12438868929994
0.501	1.95329746290151
0.854	3.49766630770079
2.759	3.04767690479788
0.034	-0.106958933259649
0.052	0.604047674608097
2.863	1.65095663525071
0.734	1.81154451029683
4.356	2.97885429338362
2.976	2.69951859632456
1.297	1.02361237556354
1.19	1.19940017359068
4.851	3.06354021069365
1.48	1.55596522818541
0.126	1.57161672000921
4.552	1.66650623820014
1.947	1.92016673380688
0.468	1.91057732765622
4.827	2.84856820842738
0.893	0.340871872044303
0.581	2.83645098935779
2.789	2.80531365673866
3.8	2.01993719785929
2.657	2.49071834352544
1.517	1.46940201238963
0.032	-0.145879947731628
3.998	3.75624807573902
0.473	0.649862289465989
1.596	2.22410376065362
0.89	2.18249957766895
0.968	0.818512396144994
2.073	3.66920822010851
2.922	2.03834363667937
0.777	1.48514418600503
0.541	1.9572790229061
1.275	1.02361237556354
1.361	1.35253010390781
3.223	3.08354008236661
1.535	1.3029480726226
0.605	0.709611913743927
